State,District,Location,Pincode,Country
Assam,Bongaigaon,Chalantapara,783388,India
Assam,Bongaigaon,Champabati Bazar,783373,India
Assam,Bongaigaon,Chapaguri,783380,India
Assam,Bongaigaon,Chaprakata,783380,India
Assam,Bongaigaon,Chatianguri,783390,India
Assam,Bongaigaon,Chatonilibari,783394,India
Assam,Bongaigaon,Chipansila,783380,India
Assam,Bongaigaon,Dakshin Bijni,783390,India
Assam,Bongaigaon,Deohati,783384,India
Assam,Bongaigaon,Dhaligaon,783385,India
Assam,Bongaigaon,Dompara,783392,India
Assam,Bongaigaon,Dongaigaon,783380,India
Assam,Bongaigaon,Dongshia Para,783393,India
Assam,Bongaigaon,Dumerguri,783384,India
Assam,Bongaigaon,Dumuria Piradhara,783384,India
Assam,Bongaigaon,Duttapur,783373,India
Assam,Bongaigaon,Fagunagaon,783390,India
Assam,Bongaigaon,Garubhasa,783373,India
Assam,Bongaigaon,Garugaon,783383,India
Assam,Bongaigaon,Gerukabari,783390,India
Assam,Bongaigaon,Ghilaguri,783383,India
Assam,Bongaigaon,Golapara,783384,India
Assam,Bongaigaon,Goraimari,783390,India
Assam,Bongaigaon,Hanchara,783390,India
Assam,Bongaigaon,Hapachara,783390,India
Assam,Bongaigaon,Jharbishpani,783390,India
Assam,Bongaigaon,Jogighopa,783382,India
Assam,Bongaigaon,Joypur,783393,India
Assam,Bongaigaon,Kajalgaon,783385,India
Assam,Bongaigaon,Kakaijana,783383,India
Assam,Bongaigaon,Kaliagaon,783390,India
Assam,Bongaigaon,Karigaon,783373,India
Assam,Bongaigaon,Kashikotra,783373,India
Assam,Bongaigaon,Kawatika,783390,India
Assam,Bongaigaon,Kayetpara,783389,India
Assam,Bongaigaon,Khagarpur,783383,India
Assam,Bongaigaon,Khagrabari,783380,India
Assam,Bongaigaon,Khungkhurajhara,783393,India
Assam,Bongaigaon,Khwaja Dolaigaon,783380,India
Assam,Bongaigaon,Kirtanpara,783384,India
Assam,Bongaigaon,Koilamoila,783393,India
Assam,Bongaigaon,Kokila,783392,India
Assam,Bongaigaon,Koreya,783388,India
Assam,Bongaigaon,Kushbari,783384,India
Assam,Bongaigaon,Lalmati,783384,India
Assam,Bongaigaon,Latibari,783384,India
Assam,Bongaigaon,Lengtisinga,783384,India
Assam,Bongaigaon,Madrasapara,783384,India
Assam,Bongaigaon,Majharalga,783388,India
Assam,Bongaigaon,Malegarh,783382,India
Assam,Bongaigaon,Malibhita,783393,India
Assam,Bongaigaon,Malipara,783393,India
Assam,Bongaigaon,Manikpur,783392,India
Assam,Bongaigaon,Melopara,783134,India
Assam,Bongaigaon,Monakocha,783391,India
Assam,Bongaigaon,Mongolian Bazar,783390,India
Assam,Bongaigaon,Mozabari,783373,India
Assam,Bongaigaon,Mulagaon,783380,India
Assam,Bongaigaon,Nararbhita,783384,India
Assam,Bongaigaon,Natunpara,783380,India
Assam,Bongaigaon,Nayagaon,783384,India
Assam,Bongaigaon,Nayasatra,783384,India
Assam,Bongaigaon,Nehru Bazar,783393,India
Assam,Bongaigaon,New Bongaigaon,783381,India
Assam,Bongaigaon,North Baitamari,783380,India
Assam,Bongaigaon,North Bongaigaon,783380,India
Assam,Bongaigaon,Nowagaon,783392,India
Assam,Bongaigaon,Nowapara,783392,India
Assam,Bongaigaon,Numberpara,783392,India
Assam,Bongaigaon,Ouguri,783394,India
Assam,Bongaigaon,Pachania,783382,India
Assam,Bongaigaon,Panbari,783391,India
Assam,Bongaigaon,Patabari,783394,India
Assam,Bongaigaon,Patiladaha,783391,India
Assam,Bongaigaon,Popragaon,783380,India
Assam,Bongaigaon,Rangapani,783384,India
Assam,Bongaigaon,Salabila Bazar,783392,India
Assam,Bongaigaon,Salmara North,783383,India
Assam,Bongaigaon,Santoshpur,783384,India
Assam,Bongaigaon,Sidli,783373,India
Assam,Bongaigaon,Silbari Abdaipara,783393,India
Assam,Bongaigaon,Silkhaguri,783390,India
Assam,Bongaigaon,Simlaguri,783381,India
Assam,Bongaigaon,Sonaikhola,783391,India
Assam,Bongaigaon,Tilpukhuri,783384,India
Assam,Bongaigaon,Topgaon,783384,India
Assam,Bongaigaon,Tukrijhora,783394,India
Assam,Barpeta,Akaya,781329,India
Assam,Barpeta,Ambari,781316,India
Assam,Barpeta,Amdah,781325,India
Assam,Barpeta,Amguri,781317,India
Assam,Barpeta,Amrikhowa,781307,India
Assam,Barpeta,Anandabazar,781316,India
Assam,Barpeta,Anchali,781327,India
Assam,Barpeta,B D pathar,781316,India
Assam,Barpeta,B Noontola,781317,India
Assam,Barpeta,Baghbar,781308,India
Assam,Barpeta,Baghmarabazar,781328,India
Assam,Barpeta,Baghogra,781330,India
Assam,Barpeta,Bagodi,781309,India
Assam,Barpeta,Baharihat,781302,India
Assam,Barpeta,Bajali College,781325,India
Assam,Barpeta,Bakua,781327,India
Assam,Barpeta,Balabitha,781313,India
Assam,Barpeta,Balagaon,781319,India
Assam,Barpeta,Balapet,781317,India
Assam,Barpeta,Balikuri,781319,India
Assam,Barpeta,Bamakhata,781325,India
Assam,Barpeta,Bamunkata,781327,India
Assam,Barpeta,Bamunkuchi,781326,India
Assam,Barpeta,Bankubhanga,781319,India
Assam,Barpeta,Baradi,781314,India
Assam,Barpeta,Barbala,781316,India
Assam,Barpeta,Barbang,781325,India
Assam,Barpeta,Barengabari,781315,India
Assam,Barpeta,Barghol,781302,India
Assam,Barpeta,Barkapla,781307,India
Assam,Barpeta,Barmazara,781316,India
Assam,Barpeta,Barnagarcollege,781317,India
Assam,Barpeta,Barpalli,781314,India
Assam,Barpeta,Barpeta,781301,India
Assam,Barpeta,Barpeta Bazar,781301,India
Assam,Barpeta,Barpeta Road,781315,India
Assam,Barpeta,Baslajan,781308,India
Assam,Barpeta,Batabari,781326,India
Assam,Barpeta,Betbari,781327,India
Assam,Barpeta,Bhakuamari,781325,India
Assam,Barpeta,Bhalaguri,781316,India
Assam,Barpeta,Bhalukadoba,781317,India
Assam,Barpeta,Bhatkuchi,781314,India
Assam,Barpeta,Bhella,781309,India
Assam,Barpeta,Bheraldi,781309,India
Assam,Barpeta,Bhetua,781325,India
Assam,Barpeta,Bhogarpar,781309,India
Assam,Barpeta,Bhogdia,781305,India
Assam,Barpeta,Bhogpur,781329,India
Assam,Barpeta,Bhoiraguri,781309,India
Assam,Barpeta,Bhoirarpam,781308,India
Assam,Barpeta,Bhotanta,781328,India
Assam,Barpeta,Bhotantasaderi,781325,India
Assam,Barpeta,Bhowanipur,781352,India
Assam,Barpeta,Bilashi Para bazar,781315,India
Assam,Barpeta,Bonghugi,781321,India
Assam,Barpeta,Burikhamar,781309,India
Assam,Barpeta,Byaskuchi,781307,India
Assam,Barpeta,C Bazar,781317,India
Assam,Barpeta,Chachaka,781317,India
Assam,Barpeta,Chakabusi,781308,India
Assam,Barpeta,Chandmama,781321,India
Assam,Barpeta,Chaparbari Bazar,781352,India
Assam,Barpeta,Charcharia,781319,India
Assam,Barpeta,Charnabazar,781328,India
Assam,Barpeta,Chenga,781305,India
Assam,Barpeta,Chenglimari,781316,India
Assam,Barpeta,Dabaliapara,781316,India
Assam,Barpeta,Daisingri,781329,India
Assam,Barpeta,Deoldi,781321,India
Assam,Barpeta,Dhakua,781309,India
Assam,Barpeta,Dharmpur,781308,India
Assam,Barpeta,Dpdeolsdi,781308,India
Assam,Barpeta,Dubi,781325,India
Assam,Barpeta,Duramari,781317,India
Assam,Barpeta,Erabamundi,781309,India
Assam,Barpeta,Gahia,781309,India
Assam,Barpeta,Gajia,781314,India
Assam,Barpeta,Galia,781352,India
Assam,Barpeta,Ganakkuchi,781314,India
Assam,Barpeta,Gandhipur,781327,India
Assam,Barpeta,Garaimari,781314,India
Assam,Barpeta,Garatari,781309,India
Assam,Barpeta,Ghilajari,781316,India
Assam,Barpeta,Ghugubari,781319,India
Assam,Barpeta,Gobardhana,781315,India
Assam,Barpeta,Gobindapur,781326,India
Assam,Barpeta,Golagaon,781327,India
Assam,Barpeta,Gomafulbari,781302,India
Assam,Barpeta,Guagacha,781313,India
Assam,Barpeta,Gunialguri,781319,India
Assam,Barpeta,Habidongra Bazar,781308,India
Assam,Barpeta,Hathinapur,781325,India
Assam,Barpeta,Howly,781316,India
Assam,Barpeta,Hudukhata,781316,India
Assam,Barpeta,Ishapur,781321,India
Assam,Barpeta,Jahurpam,781314,India
Assam,Barpeta,Jalahghat,781327,India
Assam,Barpeta,Jania,781314,India
Assam,Barpeta,Jarabari,781314,India
Assam,Barpeta,Jasihatipara,781316,India
Assam,Barpeta,Jatradia,781305,India
Assam,Barpeta,K Bari,781330,India
Assam,Barpeta,Kadang,781314,India
Assam,Barpeta,Kadomtola,781308,India
Assam,Barpeta,Kalahbhanga,781315,India
Assam,Barpeta,Kalgachia,781319,India
Assam,Barpeta,Kalpani Bazar,781315,India
Assam,Barpeta,Kamalabari,781307,India
Assam,Barpeta,Kamalpur,781352,India
Assam,Barpeta,Kamargaon,781317,India
Assam,Barpeta,Kapahtolichikni,781321,India
Assam,Barpeta,Karaguri,781307,India
Assam,Barpeta,Kardoiguri,781316,India
Assam,Barpeta,Katajhar,781315,India
Assam,Barpeta,Kathalmurighat,781328,India
Assam,Barpeta,Kayakuchi Bazar,781352,India
Assam,Barpeta,Keotkuchi,781309,India
Assam,Barpeta,Khablarvitha,781352,India
Assam,Barpeta,Khairabari,781315,India
Assam,Barpeta,Khangra,781305,India
Assam,Barpeta,Khardhara,781309,India
Assam,Barpeta,Khatslpara,781316,India
Assam,Barpeta,Kohitama,781315,India
Assam,Barpeta,Kokilabari Farm,781330,India
Assam,Barpeta,Komardaisa,781330,India
Assam,Barpeta,Kujarpith,781316,India
Assam,Barpeta,Kurobaha,781352,India
Assam,Barpeta,Labdanguri Gon,781315,India
Assam,Barpeta,Langa,781319,India
Assam,Barpeta,Lowkata,781330,India
Assam,Barpeta,Mainamata,781315,India
Assam,Barpeta,Mairajar,781315,India
Assam,Barpeta,Makrikuchi,781305,India
Assam,Barpeta,Mandia,781308,India
Assam,Barpeta,Manikpur,781308,India
Assam,Barpeta,Maripur Anandapur,781329,India
Assam,Barpeta,Mayanbari,781321,India
Assam,Barpeta,Mazgaon,781313,India
Assam,Barpeta,Mespara,781313,India
Assam,Barpeta,Moutupuri,781316,India
Assam,Barpeta,Muguria,781325,India
Assam,Barpeta,Nagaon,781309,India
Assam,Barpeta,Nakuchi Pathar,781352,India
Assam,Barpeta,Naligaon,781352,India
Assam,Barpeta,Namsala,781307,India
Assam,Barpeta,Nasatraphulbari,781307,India
Assam,Barpeta,Nimua,781315,India
Assam,Barpeta,Nirala,781308,India
Assam,Barpeta,Nityananda,781329,India
Assam,Barpeta,Niz Rampur,781319,India
Assam,Barpeta,Nizbahari,781302,India
Assam,Barpeta,Odalguri,781325,India
Assam,Barpeta,Pacim Mazdia,781305,India
Assam,Barpeta,Pahumara,781308,India
Assam,Barpeta,Paka Bet bari pathar,781352,India
Assam,Barpeta,Palhaji,781309,India
Assam,Barpeta,Parakuchi,781307,India
Assam,Barpeta,Patacharkuchi,781326,India
Assam,Barpeta,Patbaushi,781314,India
Assam,Barpeta,Pathartolichatala,781321,India
Assam,Barpeta,Pathsala,781325,India
Assam,Barpeta,Pubrihabari,781329,India
Assam,Barpeta,Puranbhowanipur,781316,India
Assam,Barpeta,R B hat,781309,India
Assam,Barpeta,Radhakuchi,781309,India
Assam,Barpeta,Ramaparapam,781308,India
Assam,Barpeta,Raoli,781309,India
Assam,Barpeta,Raypur,781325,India
Assam,Barpeta,Rupahi,781316,India
Assam,Barpeta,Salbari,781316,India
Assam,Barpeta,Samuagati,781316,India
Assam,Barpeta,Santinagar,781314,India
Assam,Barpeta,Sarthebari,781307,India
Assam,Barpeta,Sarumanikpur,781329,India
Assam,Barpeta,Sarupeta,781316,India
Assam,Barpeta,Sarutapa,781352,India
Assam,Barpeta,Satrakanara Bazar,781308,India
Assam,Barpeta,Saudarvitha,781316,India
Assam,Barpeta,Saupur,781319,India
Assam,Barpeta,Senimari,781305,India
Assam,Barpeta,Simlaguri,781313,India
Assam,Barpeta,Sitoli,781308,India
Assam,Barpeta,Sonabari,781321,India
Assam,Barpeta,Sonafuli,781316,India
Assam,Barpeta,Sonkuchi,781314,India
Assam,Barpeta,Sorbhog,781317,India
Assam,Barpeta,Sukmanah,781316,India
Assam,Barpeta,Sukurngbari,781317,India
Assam,Barpeta,Suliakata,781317,India
Assam,Barpeta,Sundaridia,781314,India
Assam,Barpeta,Tarakansdi,781321,India
Assam,Barpeta,Thakurbazar,781301,India
Assam,Barpeta,Tuplaipanbari,781329,India
Daman And diu,Diu,Bucharvada,362570,India
Daman And diu,Diu,Diu,362520,India
Daman And diu,Diu,Diu Zampa,362520,India
Daman And diu,Diu,Fudam,362520,India
Daman And diu,Diu,Ghoghla,362540,India
Daman And diu,Diu,Wanakbara,362570,India
Daman And diu,Daman,Bhimpore,396210,India
Daman And diu,Daman,Dabhel,396215,India
Daman And diu,Daman,Daman,396210,India
Daman And diu,Daman,Daman I.e.,396215,India
Daman And diu,Daman,Dholar,396220,India
Daman And diu,Daman,Dunetha,396210,India
Daman And diu,Daman,Kachigam,396215,India
Daman And diu,Daman,Kadaiya,396210,India
Daman And diu,Daman,Kunta,396215,India
Daman And diu,Daman,Magarwada,396220,India
Daman And diu,Daman,Marvad,396210,India
Daman And diu,Daman,Moti Daman,396220,India
Daman And diu,Daman,Nani Vankad,396210,India
Daman And diu,Daman,Varkund,396210,India
Andhra Pradesh,West Godavari,A.Gokavaram,534416,India
Andhra Pradesh,West Godavari,A.Gopavaram,534197,India
Andhra Pradesh,West Godavari,A.Polavaram,534456,India
Andhra Pradesh,West Godavari,Apmc,534426,India
Andhra Pradesh,West Godavari,Abbiraju Palem,534266,India
Andhra Pradesh,West Godavari,Adamilli,534449,India
Andhra Pradesh,West Godavari,Adavikolanu,534198,India
Andhra Pradesh,West Godavari,Adavipalem,534260,India
Andhra Pradesh,West Godavari,Agadalalanka,534427,India
Andhra Pradesh,West Godavari,Agarru,534260,India
Andhra Pradesh,West Godavari,Agarthipalem,534260,India
Andhra Pradesh,West Godavari,Aibhimavaram,534235,India
Andhra Pradesh,West Godavari,Ainaparru,534320,India
Andhra Pradesh,West Godavari,Ajjaram,534331,India
Andhra Pradesh,West Godavari,Akanivarithota,534280,India
Andhra Pradesh,West Godavari,Akividu,534235,India
Andhra Pradesh,West Godavari,Akkampeta,534447,India
Andhra Pradesh,West Godavari,Akuteegapadu,534196,India
Andhra Pradesh,West Godavari,Alamuru,534126,India
Andhra Pradesh,West Godavari,Alivery,534448,India
Andhra Pradesh,West Godavari,Allampuram,534146,India
Andhra Pradesh,West Godavari,Amberpeta,534401,India
Andhra Pradesh,West Godavari,Ananthapallli,534111,India
Andhra Pradesh,West Godavari,Andaluru,534240,India
Andhra Pradesh,West Godavari,Ankalampadu,534449,India
Andhra Pradesh,West Godavari,Ankannagudem,534003,India
Andhra Pradesh,West Godavari,Ankoderu,534208,India
Andhra Pradesh,West Godavari,Annadevarapeta,534341,India
Andhra Pradesh,West Godavari,Annavaram,534202,India
Andhra Pradesh,West Godavari,Annavarappadu,534330,India
Andhra Pradesh,West Godavari,Antervedigudem,534448,India
Andhra Pradesh,West Godavari,Aphb Colony,534101,India
Andhra Pradesh,West Godavari,Appalarajugudem,534456,India
Andhra Pradesh,West Godavari,Appannapeta,534186,India
Andhra Pradesh,West Godavari,Apparaopeta,534145,India
Andhra Pradesh,West Godavari,Aratlakatta,534250,India
Andhra Pradesh,West Godavari,Aravalli,534230,India
Andhra Pradesh,West Godavari,Ardhavaram,534197,India
Andhra Pradesh,West Godavari,Aredu,534198,India
Andhra Pradesh,West Godavari,Arikirevula,534350,India
Andhra Pradesh,West Godavari,Arjunudupalem,534217,India
Andhra Pradesh,West Godavari,Arthamuru,534199,India
Andhra Pradesh,West Godavari,Arugolanu,534146,India
Andhra Pradesh,West Godavari,Ashok Nagar,534002,India
Andhra Pradesh,West Godavari,Atchannapalem,534111,India
Andhra Pradesh,West Godavari,Atchanta,534123,India
Andhra Pradesh,West Godavari,Atchuthapuram,534312,India
Andhra Pradesh,West Godavari,Atlapadu,534302,India
Andhra Pradesh,West Godavari,Attili,534134,India
Andhra Pradesh,West Godavari,Avapadu,534112,India
Andhra Pradesh,West Godavari,Ayodhya Lanka,534266,India
Andhra Pradesh,West Godavari,B.Kondepadu,534156,India
Andhra Pradesh,West Godavari,Badampudi,534411,India
Andhra Pradesh,West Godavari,Balavarigudem,534460,India
Andhra Pradesh,West Godavari,Ballipadu,534340,India
Andhra Pradesh,West Godavari,Bandapuram,534313,India
Andhra Pradesh,West Godavari,Bandivarigudem,534456,India
Andhra Pradesh,West Godavari,Bangarampeta,534315,India
Andhra Pradesh,West Godavari,Bantummili,534243,India
Andhra Pradesh,West Godavari,Bapirajugudem,534475,India
Andhra Pradesh,West Godavari,Basivireddipeta,534301,India
Andhra Pradesh,West Godavari,Bayyanagudem,534312,India
Andhra Pradesh,West Godavari,Benerjipeta,534001,India
Andhra Pradesh,West Godavari,Bethapudi,534207,India
Andhra Pradesh,West Godavari,Bhaggeswaram,534251,India
Andhra Pradesh,West Godavari,Bhatlamaguturu,534126,India
Andhra Pradesh,West Godavari,Bhimadole,534425,India
Andhra Pradesh,West Godavari,Bhimala Puram,534266,India
Andhra Pradesh,West Godavari,Bhimavaram,534201,India
Andhra Pradesh,West Godavari,Bhimavaram Bazar,534202,India
Andhra Pradesh,West Godavari,Bhimavaram Railway colony,534201,India
Andhra Pradesh,West Godavari,Bhimole,534341,India
Andhra Pradesh,West Godavari,Bhogapuram,534427,India
Andhra Pradesh,West Godavari,Bhogole,534462,India
Andhra Pradesh,West Godavari,Bhuvanapalli,534198,India
Andhra Pradesh,West Godavari,Bodapadu,534196,India
Andhra Pradesh,West Godavari,Bodigudem,534315,India
Andhra Pradesh,West Godavari,Bommidi,534411,India
Andhra Pradesh,West Godavari,Bondada,534206,India
Andhra Pradesh,West Godavari,Borrampalem,534451,India
Andhra Pradesh,West Godavari,Brahmanacheruvu,534124,India
Andhra Pradesh,West Godavari,Brahmanagudem,534301,India
Andhra Pradesh,West Godavari,Burugupalli,534266,India
Andhra Pradesh,West Godavari,Buttayagudem,534448,India
Andhra Pradesh,West Godavari,Ch.Agraharam,534196,India
Andhra Pradesh,West Godavari,Ch.Pothepalli,534451,India
Andhra Pradesh,West Godavari,Chagallu,534342,India
Andhra Pradesh,West Godavari,Challachintalapudi,534425,India
Andhra Pradesh,West Godavari,Challavarigudem,534447,India
Andhra Pradesh,West Godavari,Chanamilli,534198,India
Andhra Pradesh,West Godavari,Chandravaram,534342,India
Andhra Pradesh,West Godavari,Chataparru,534004,India
Andhra Pradesh,West Godavari,Chebrole,534406,India
Andhra Pradesh,West Godavari,Cheepurugudem,534176,India
Andhra Pradesh,West Godavari,Chegondapalli,534315,India
Andhra Pradesh,West Godavari,Cherukumilli,534316,India
Andhra Pradesh,West Godavari,Chettunnapadu,534427,India
Andhra Pradesh,West Godavari,Cheurkuwada,534199,India
Andhra Pradesh,West Godavari,Chidipi,534350,India
Andhra Pradesh,West Godavari,Chikkala,534305,India
Andhra Pradesh,West Godavari,Chilakapadu,534216,India
Andhra Pradesh,West Godavari,Chilukuru,534199,India
Andhra Pradesh,West Godavari,China-amiram,534204,India
Andhra Pradesh,West Godavari,Chinagolla Palem,534281,India
Andhra Pradesh,West Godavari,Chinakapavaram,534235,India
Andhra Pradesh,West Godavari,Chinamallam,534269,India
Andhra Pradesh,West Godavari,Chinamallipadu,534235,India
Andhra Pradesh,West Godavari,Chinanindrakolanu,534406,India
Andhra Pradesh,West Godavari,Chinchinada,534268,India
Andhra Pradesh,West Godavari,Chinnavarigudem,534447,India
Andhra Pradesh,West Godavari,Chinnayagudem,534316,India
Andhra Pradesh,West Godavari,Chintalapudi,534460,India
Andhra Pradesh,West Godavari,Chintalapudi Cutchery,534460,India
Andhra Pradesh,West Godavari,Chintapalli Agraharam,534196,India
Andhra Pradesh,West Godavari,Chintaparru,534250,India
Andhra Pradesh,West Godavari,Chittavaram,534275,India
Andhra Pradesh,West Godavari,Chityala,534316,India
Andhra Pradesh,West Godavari,Chivatam,534216,India
Andhra Pradesh,West Godavari,Chodimella,534002,India
Andhra Pradesh,West Godavari,D.Gopavaram,534195,India
Andhra Pradesh,West Godavari,D.Muppavaram,534302,India
Andhra Pradesh,West Godavari,D.N.r.college,534202,India
Andhra Pradesh,West Godavari,Dagguluru,534250,India
Andhra Pradesh,West Godavari,Dammmennu,534227,India
Andhra Pradesh,West Godavari,Dandagarra,534145,India
Andhra Pradesh,West Godavari,Darabharevu,534275,India
Andhra Pradesh,West Godavari,Daravaram,534301,India
Andhra Pradesh,West Godavari,Darbhagudem,534456,India
Andhra Pradesh,West Godavari,Darisaparru,534166,India
Andhra Pradesh,West Godavari,Denduluru,534432,India
Andhra Pradesh,West Godavari,Deva,534123,India
Andhra Pradesh,West Godavari,Devarapalli,534313,India
Andhra Pradesh,West Godavari,Devulapalli,534451,India
Andhra Pradesh,West Godavari,Deyyalatippa,534239,India
Andhra Pradesh,West Godavari,Dharmajigudem,534462,India
Andhra Pradesh,West Godavari,Dharmavaram,534340,India
Andhra Pradesh,West Godavari,Digamarru,534260,India
Andhra Pradesh,West Godavari,Dippakayalapadu,534312,India
Andhra Pradesh,West Godavari,Dirusumarru,534239,India
Andhra Pradesh,West Godavari,Doddanapudi,534237,India
Andhra Pradesh,West Godavari,Doddipatla,534266,India
Andhra Pradesh,West Godavari,Dommeru,535350,India
Andhra Pradesh,West Godavari,Dondapudi,534318,India
Andhra Pradesh,West Godavari,Dongaravipalem,534330,India
Andhra Pradesh,West Godavari,Doramamidi,534448,India
Andhra Pradesh,West Godavari,Dorasanipadu,534426,India
Andhra Pradesh,West Godavari,Dosapadu,534442,India
Andhra Pradesh,West Godavari,Dubacharla,534112,India
Andhra Pradesh,West Godavari,Duddukuru,534313,India
Andhra Pradesh,West Godavari,Dumpagadapa,534235,India
Andhra Pradesh,West Godavari,Dusanapudi,534243,India
Andhra Pradesh,West Godavari,Duvva,534156,India
Andhra Pradesh,West Godavari,Dwaraka Tirumala,534426,India
Andhra Pradesh,West Godavari,East Vipparru,534328,India
Andhra Pradesh,West Godavari,East Yedavally,534426,India
Andhra Pradesh,West Godavari,Edavally,534461,India
Andhra Pradesh,West Godavari,Eduru,534134,India
Andhra Pradesh,West Godavari,Eletipadu,534320,India
Andhra Pradesh,West Godavari,Ellamanchili,534268,India
Andhra Pradesh,West Godavari,Ellamanchili Lanka,534268,India
Andhra Pradesh,West Godavari,Eluru,534001,India
Andhra Pradesh,West Godavari,Eluru Bazar,534001,India
Andhra Pradesh,West Godavari,Eluru Bus station,534006,India
Andhra Pradesh,West Godavari,Eluru Collectorate,534006,India
Andhra Pradesh,West Godavari,Eluru R.s,534005,India
Andhra Pradesh,West Godavari,Enamadurru,534239,India
Andhra Pradesh,West Godavari,Epigunta,534467,India
Andhra Pradesh,West Godavari,G.Kothapalli,534451,India
Andhra Pradesh,West Godavari,G.Pangidigudem,534447,India
Andhra Pradesh,West Godavari,Gajjaram,534341,India
Andhra Pradesh,West Godavari,Galayagudem,534450,India
Andhra Pradesh,West Godavari,Ganapavaram,534447,India
Andhra Pradesh,West Godavari,Gandhinagaram,534007,India
Andhra Pradesh,West Godavari,Gangannagudem,534450,India
Andhra Pradesh,West Godavari,Gantavarigudem,534112,India
Andhra Pradesh,West Godavari,Garagaparru,534186,India
Andhra Pradesh,West Godavari,Gavaravaram,534312,India
Andhra Pradesh,West Godavari,Gavarlapalem,534225,India
Andhra Pradesh,West Godavari,Gogunta,534437,India
Andhra Pradesh,West Godavari,Gollagudem,534406,India
Andhra Pradesh,West Godavari,Gollalakoderu,534202,India
Andhra Pradesh,West Godavari,Gollavanitippa,534239,India
Andhra Pradesh,West Godavari,Gopalapuram,534316,India
Andhra Pradesh,West Godavari,Gopannapalem,534450,India
Andhra Pradesh,West Godavari,Gopavaram,534302,India
Andhra Pradesh,West Godavari,Goraganamudi,534244,India
Andhra Pradesh,West Godavari,Goteru,534217,India
Andhra Pradesh,West Godavari,Gowripatnam,534313,India
Andhra Pradesh,West Godavari,Gowrisankara Puram,534447,India
Andhra Pradesh,West Godavari,Gowtaminagar,534350,India
Andhra Pradesh,West Godavari,Guddigudem,534316,India
Andhra Pradesh,West Godavari,Gudipadu,534437,India
Andhra Pradesh,West Godavari,Gudivakalanka,534004,India
Andhra Pradesh,West Godavari,Gummaluru,534267,India
Andhra Pradesh,West Godavari,Gummampadu,534225,India
Andhra Pradesh,West Godavari,Gummuluru,534235,India
Andhra Pradesh,West Godavari,Gumparru,534266,India
Andhra Pradesh,West Godavari,Gundepalli,534111,India
Andhra Pradesh,West Godavari,Gundugolanu So.,534427,India
Andhra Pradesh,West Godavari,Gunjavaram,534318,India
Andhra Pradesh,West Godavari,Gunnampally,534425,India
Andhra Pradesh,West Godavari,Gurvaigudem,534447,India
Andhra Pradesh,West Godavari,Gutala,534341,India
Andhra Pradesh,West Godavari,Hanumantharaopeta,534211,India
Andhra Pradesh,West Godavari,Hukumpeta,534318,India
Andhra Pradesh,West Godavari,I.Pangidi,534342,India
Andhra Pradesh,West Godavari,I.S.jagannadhapuram,534451,India
Andhra Pradesh,West Godavari,I.S.raghavapuram,534451,India
Andhra Pradesh,West Godavari,Ilapakurru,534266,India
Andhra Pradesh,West Godavari,Ilaparru,534326,India
Andhra Pradesh,West Godavari,Industrial Estate,534007,India
Andhra Pradesh,West Godavari,Iragavaram,534217,India
Andhra Pradesh,West Godavari,Itikalakota,534315,India
Andhra Pradesh,West Godavari,Jagannadhapuram,534145,India
Andhra Pradesh,West Godavari,Jagannadhapurami,534122,India
Andhra Pradesh,West Godavari,Jaggannapeta,534101,India
Andhra Pradesh,West Godavari,Jaggavaram,534467,India
Andhra Pradesh,West Godavari,Jakkaram,534206,India
Andhra Pradesh,West Godavari,Jalipudi,534004,India
Andhra Pradesh,West Godavari,Jallikakinada,534186,India
Andhra Pradesh,West Godavari,Janampeta,534475,India
Andhra Pradesh,West Godavari,Jangareddigudem Bazar,534447,India
Andhra Pradesh,West Godavari,Jangareddygudem,534447,India
Andhra Pradesh,West Godavari,Jeedigunta,534302,India
Andhra Pradesh,West Godavari,Jeelakarragudem,534449,India
Andhra Pradesh,West Godavari,Jeelugumilli,534456,India
Andhra Pradesh,West Godavari,Jetlapalem,534166,India
Andhra Pradesh,West Godavari,Jinnuru,534265,India
Andhra Pradesh,West Godavari,Jogannapalem,534452,India
Andhra Pradesh,West Godavari,Jonnalapalem,534247,India
Andhra Pradesh,West Godavari,Jonnavarigudem,534447,India
Andhra Pradesh,West Godavari,Juttiga,534124,India
Andhra Pradesh,West Godavari,Juvvalapalem,534101,India
Andhra Pradesh,West Godavari,K.Agraharam,534229,India
Andhra Pradesh,West Godavari,K.Gokavaram,534462,India
Andhra Pradesh,West Godavari,K.Illindalaparru,534217,India
Andhra Pradesh,West Godavari,K.Pentapadu,534166,India
Andhra Pradesh,West Godavari,K.Samudrapugattu,534134,India
Andhra Pradesh,West Godavari,Kadakatla,534101,India
Andhra Pradesh,West Godavari,Kadiyedda,534101,India
Andhra Pradesh,West Godavari,Kagupadu,534411,India
Andhra Pradesh,West Godavari,Kaikaram,534416,India
Andhra Pradesh,West Godavari,Kakaraparru,534331,India
Andhra Pradesh,West Godavari,Kakarlamudi,534165,India
Andhra Pradesh,West Godavari,Kakileru,534320,India
Andhra Pradesh,West Godavari,Kalagam Pudi,534268,India
Andhra Pradesh,West Godavari,Kalaparru,534007,India
Andhra Pradesh,West Godavari,Kalarayanagudem,534462,India
Andhra Pradesh,West Godavari,Kalavalapalli,534301,India
